full_text,tweet_url,username,compound,positive,negative,neutral,textblob_polarity,ensemble_score,sentiment_label
If only someone had laughingly told us where the AI BS was headed. Lots of plays here but generative AI is resulting in worse code writing and increasing the number of morons ... it's removing people's ability to think and replacing it with easy but errant solutions.,https://x.com/usa_nca_rr/status/1860407040985956643,usa_nca_rr,0.5927,0.232,0.118,0.649,-0.1916666666666667,0.2789533333333333,Positive
Opinion: Generative AI Could Provide Competitive Edge For MROs https://t.co/B0XGH3XInn #ai #artificialintelligence #genai https://t.co/Q7dGSTgCDM,https://x.com/milocamj/status/1844596432835313927,milocamj,0.1779,0.116,0.0,0.884,0.0,0.10674,Positive
Generative AI does not give access to open ended creativity. Evolution &amp; humans do. GenAI derived content is fundamentally boring &amp; will get more boring.,https://x.com/leecronin/status/1763948850119659636,leecronin,-0.25,0.089,0.158,0.753,-0.375,-0.30000000000000004,Negative
A new research paper from Google says generative AI could distort collective understanding of socio-political reality or scientific consensus and in many cases is already doing that: https://t.co/LuAFmFcIfi,https://x.com/404mediaco/status/1808522233817493676,404mediaco,-0.3182,0.0,0.081,0.919,0.3181818181818182,-0.06364727272727269,Neutral
Generative models should not be invested with the capability to arbitrate reality and any discussion that forwards that idea shifts more power to the companies that amass the data and build the models. https://t.co/YsxvQLzALu,https://x.com/phat_controller/status/1858787601164927297,phat_controller,0.0,0.0,0.0,1.0,0.5,0.2,Positive
@angelmonuwu @rocketstweets imo attacking several fangirls for their opinion is not helping your case. Is it not valid for people to dislike someone for promoting harmful generative AI? Plus a lot of us who feel passionate against AI are fangirls because many fangirls are creatives (artists writers etc),https://x.com/fluffjwi2/status/1858630721700774142,fluffjwi2,-0.1501,0.107,0.135,0.758,0.15,-0.030060000000000003,Neutral
Generative AI: Still Just a Prediction Machine Generative AI might be taking over the tech world but it s still fundamentally limited by its core function prediction. According to a Harvard Business School article it can mimic patterns but lacks true understanding or https://t.co/ltlQ7SOvKv,https://x.com/koltregaskes/status/1858896766864601500,koltregaskes,0.3291,0.082,0.052,0.866,0.1392857142857143,0.2531742857142857,Positive
Generative AI is not creative. It is a stochastic parrot producing algorithmic weasel words like a hive mind of magic eight-balls with quintillions of possibilities all capable of statistical alignment to somehow produce coherent responses that make sense to us.,https://x.com/james_s_bedford/status/1860544828393816365,james_s_bedford,0.4007,0.12,0.057,0.823,0.2375,0.33542,Positive
I've argued that generative AI isn't allowing an objective exploration of the latent space : genAI has a bias by design to popular content. This though also constrains not just to a smaller latent space but a particular one : space without artwork by AI conscious artists.,https://x.com/utopiah/status/1858903233026011201,utopiah,0.1027,0.076,0.067,0.858,0.1733333333333333,0.1309533333333333,Positive
@BrianRoemmele Generative AI for content creation really is an extension of a person s imagination and personality. It allows people to dream while awake and create idyllic worlds and pleasant environments. It is a way to fight against the soul crushing force of dystopian modernism.,https://x.com/CnkReal/status/1858737763631178034,CnkReal,0.5267,0.188,0.101,0.711,0.4444444444444445,0.4937977777777778,Positive
Generative AI takes your content &amp; cuts you off from your potential customers by presenting your content as it's own. Its destructive to creative ecosystems &amp; that's one reason it won't get mass adoption &amp; generate enough revenue to justify continued investment in the area.,https://x.com/ChombaBupe/status/1753297079399551219,ChombaBupe,-0.5106,0.057,0.121,0.822,0.1,-0.26636000000000004,Negative
I saw this and I read about it...of course I have an opinion about it. With new issues especially on generative Ai illustrations - of course there's bound to be people with severe personality issues exploiting the controversy either for personal gain or to bring down https://t.co/WeCC46MOkx,https://x.com/GiveMeBanHammer/status/1825761349563302121,GiveMeBanHammer,-0.2732,0.07,0.112,0.818,-0.004797979797979808,-0.16583919191919191,Negative
#Opinion | #GenAI can offer much more than what today s chatbots do and soon could shape the future of our species. Yuval Noah Harari expects Homo sapiens to evolve into Homo Deus a species of super humans thanks to AI &amp; biotech advances - @j_bindra https://t.co/A4iAnSm8op,https://x.com/livemint/status/1829336150198149387,livemint,0.7783,0.142,0.0,0.858,0.2583333333333333,0.5703133333333332,Positive
general public overestimates their knowledge on generative AI and trusts the output too much. it's gonna go wrong someday right? unless we make the output factual/non-deterministic,https://x.com/kld1vergence/status/1861078264686543127,kld1vergence,0.0,0.103,0.103,0.795,0.00714285714285714,0.0028571428571428563,Neutral
Despite its impressive output generative AI doesn t have a coherent understanding of the world https://t.co/zG633TTis5 https://t.co/6bzDNtJ2xf,https://x.com/evanderburg/status/1859318937214959807,evanderburg,-0.4023,0.0,0.162,0.838,0.75,0.05862000000000006,Neutral
In your opinion which area of business will benefit the most from generative AI in the next 5 years? Cast your vote and share your thoughts below! If you're looking to integrate generative AI into your business workflows visit here for further details: https://t.co/alVsh6Icvc,https://x.com/ZBrainAI/status/1836738195012161612,ZBrainAI,0.6696,0.118,0.0,0.882,0.16666666666666666,0.4684266666666666,Positive
#Opinion | CEOs are racing to leverage technology for gaining a competitive edge but they need to broaden application of generative AI to more strategic goals in order to build resilience and open new pathways of growth - Sandeep Dutta https://t.co/7HL9IP5Nb9,https://x.com/livemint/status/1786305454164914303,livemint,0.6858,0.16,0.0,0.84,0.21212121212121213,0.4963284848484848,Positive
@wikiwand @RichDecibels There's a significant risk that the public will suffer from misconceptions about the objectivity and political biases of AI generated content. Generative LLM AI chat systems interact with humans in ways that simulate human-to-human interaction. But AI lacks human incentives.,https://x.com/answrguy/status/1860064436234649722,answrguy,0.1406,0.096,0.084,0.819,0.09375,0.12186000000000001,Positive
Excellent piece citing many of the most thoughtful people on AI. My distillation: generative AI is a con like crypto and the metaverse. Threats of extinction are a marketing ploy designed to distract from the massive real world harms of AI products today. AI = automation.,https://x.com/Moonalice/status/1664733411964252160,Moonalice,0.2247,0.167,0.151,0.681,0.43333333333333335,0.30815333333333333,Positive
Generative AI is boring &amp; will get even more boring because it's statistical nature constrains it to only compressing the past &amp; reciting things by interpolation - without attribution - that have already been done before. People will quickly get bored of it.,https://x.com/ChombaBupe/status/1764032173265281305,ChombaBupe,-0.6908,0.0,0.15,0.85,-0.27380952380952384,-0.5240038095238095,Negative
I got chance to voice my opinion alongside other incredible artists about Generative AI. Thank you @SchwartzReports for giving @kortizart @Kelly_McKernan and myself a platform for our voices.,https://x.com/GenelJumalon/status/1816227670608523326,GenelJumalon,0.7096,0.231,0.0,0.769,0.3875,0.5807599999999999,Positive
In its present form generative AI is vastly more beneficial than harmful. Most current approaches and intentions towards regulating AI are going to reduce the benefits of AI in the name of preventing so far largely unproven harms (eg misinformation toxicity mass unemployment),https://x.com/Plinz/status/1643729344567844864,Plinz,0.0498,0.115,0.131,0.754,0.21904761904761905,0.11749904761904761,Positive
@Noob44825452 @KittyFreeman0 @ThrasherDan use of generative AI in any means is bad because it consistently trains with each post and will only improve because of it and on top of this it uses a large amount of energy to generate an output he should be shamed regardless.,https://x.com/catkkidcat/status/1859412143071793169,catkkidcat,-0.3182,0.124,0.129,0.747,0.052857142857142894,-0.16977714285714282,Negative
The thesis of generative AI is that if you spend hundreds of billions of dollars you will eventually create a valuable product w/ a monopoly. The only part that is guaranteed is the cash burn. Imagine investing that capital in something useful like addressing climate change.,https://x.com/Moonalice/status/1816131435486667284,Moonalice,0.8625,0.209,0.0,0.791,0.15,0.5774999999999999,Positive
@MoonaEUW however there are much more practical obstacles in the road for ai art rn: the generative method means that it tends towards genericity doesn't offer a lot of control and encourage mass creation of low effort nonconceptual slop,https://x.com/no_earthquake/status/1859722672936190194,no_earthquake,0.1082,0.122,0.112,0.766,0.15,0.12492,Positive
Generative AI is a pretty incredible technology -- it's a tool to navigate the in-between space of all human cultural artifacts. That's new and powerful. But most people are excited about it (or fearful of it) for the wrong reasons -- they project on it their own delusional,https://x.com/fchollet/status/1740436547600523464,fchollet,-0.4505,0.132,0.148,0.72,0.16012396694214878,-0.20625041322314047,Negative
They say it's entirely AI generated... but it's essentially Minecraft. Exactly Minecraft. It's as if their prompt was make Minecraft. AI has its place even generative art has its place in my opinion but AI can enable greater flexibility and creative exploration and faster,https://x.com/CharliePryor/status/1852357695614988585,CharliePryor,0.9109,0.239,0.0,0.761,0.25,0.64654,Positive
@DyingBreedTT What generative AI threatens is the desire to do that. It's a threat to creativity and self-expression. It's as much an insult to artists as particle board furniture is to craftsmen. You are showing that same disdain that many college-educated people show you to artists.,https://x.com/DabblingWarlock/status/1859469547301929045,DabblingWarlock,-0.7964,0.093,0.219,0.688,0.2333333333333333,-0.38450666666666666,Negative
The generative AI movement is one of nihilism. Nobody s really excited about this. It s always been mediocre forced hype sold or funded by big tech companies and Sam Altman that outright lie about what it can do. It's time to stop. https://t.co/1Kq2bo8MOZ https://t.co/oY6mvbBtbd,https://x.com/edzitron/status/1820517154195984801,edzitron,-0.3626,0.056,0.109,0.835,-0.10625000000000001,-0.26005999999999996,Negative
@UGFAN01 Generative AI is likely to change job roles but it also creates new opportunities. It can enhance productivity requiring reskilling but offering the potential for career growth in emerging fields【45†source】【46†source】.,https://x.com/Zaarasyedd/status/1859590799798788394,Zaarasyedd,0.8573,0.252,0.0,0.748,0.04545454545454545,0.5325618181818181,Positive
Generative AI is often seen as a magic tool but it's a prediction machine at its core. The value lies in AI agents that enhance human decision-making not just predict outcomes. We see the future in these dynamic AI agents. @HarvardBiz https://t.co/rU45IHe7xv #AI #AIAgents 1/6,https://x.com/kubertai/status/1858986691824148884,kubertai,0.4215,0.129,0.074,0.797,0.125,0.30289999999999995,Positive
Face facts. Generative AI is good for rough drafts. But we can never trust it. That was true for LLMs (and it is still true). Now it is true for Sora and video synthesis. GenAI is good at prediction; poor at fact-checking never fully accountable to the real world. We need,https://x.com/GaryMarcus/status/1759238443065028736,GaryMarcus,0.6702,0.2,0.117,0.683,0.26875,0.50962,Positive
and let me be clear: ai is used as a buzz word very frequently but my stance against generative ai has always been the same. i do not support it at all if it is a tool to uplift creatives and make their job easier BUT NOT REPLACE THEM that can be beneficial.,https://x.com/hhhhomnom_/status/1861222687563043317,hhhhomnom_,0.7553,0.161,0.05,0.79,0.07666666666666667,0.48384666666666665,Positive
@toph_bbq @DeepLeffen I was thinking about DeepLeff a few days ago how it being generative AI - an explicit amalgamation of a community s sentiments and thoughts - made it more interesting angled as such rather than trying to use genAI for to put it politely slop,https://x.com/tradewarhj/status/1846359076231356790,tradewarhj,0.4576,0.07,0.0,0.93,0.2,0.35456,Positive
Generative AI is a dead-end technology that runs on copyright theft that requires a continual supply of capital to keep running as it provides services that are inessential sold to us dressed up as a kind of automation it doesn't provide. - @edzitron https://t.co/wgNfYlYYgE,https://x.com/hollywood_labor/status/1836489178709966944,hollywood_labor,0.0,0.0,0.0,1.0,0.6,0.24,Positive
My kneejerk take on the generative AI hearing is Congress gave far too much credence to the notion that AI is becoming all-powerful were too credulous with Sam Altman who has been instrumental in building that narrative and did far too little to address actual harms,https://x.com/bcmerchant/status/1658534688695402502,bcmerchant,-0.4939,0.0,0.066,0.934,0.11041666666666666,-0.2521733333333333,Negative
Generative AI strips out part of what makes us human and hands it over to a company so they can sell us a product that claims to do the same thing #business #creativity #ArtificialIntelligence #AI #GenAI #LLM #technology #tech https://t.co/3RvG1IEvEs,https://x.com/gtbarry/status/1859638410669064439,gtbarry,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
𝙂𝙚𝙣𝙚𝙧𝙖𝙩𝙞𝙫𝙚 𝘼𝙄 𝙞𝙨 𝙖𝙗𝙤𝙪𝙩 𝙩𝙤 𝙗𝙚𝙘𝙤𝙢𝙚 𝙖 𝙨𝙝𝙞𝙩 𝙨𝙝𝙤𝙬. That s my considered judgement after pulling everything together for our new paper for @IEEESpectrum. Lawyers on all sides (publishers artists &amp; game and film studios but also GenAI companies,https://x.com/GaryMarcus/status/1741855176472789269,GaryMarcus,0.0,0.0,0.0,1.0,-0.13181818181818183,-0.052727272727272734,Neutral
@hummyeonbird it doesn t matter as it stands currently it should not be used at all. when more laws and restrictions are placed maybe we could have a better conversation about this. but for now i m against generative ai and i won t be supporting any use including its usage for criticism.,https://x.com/straw6unni/status/1792921773370933584,straw6unni,0.7935,0.206,0.067,0.727,0.3125,0.6011,Positive
Generative AI is entirely sold on the idea that it'll lead to mass-automation something it cannot do kind of like how the metaverse was sold as a digital world we could live in. It had functionality! It just sucked and also burned tens of billions of dollars to suck more,https://x.com/edzitron/status/1833933702403162373,edzitron,-0.6105,0.041,0.114,0.846,0.2540909090909091,-0.2646636363636364,Negative
As a bi-vocational priest with 30+ years in IT and who works daily with AI I'll vouch that Generative AI is untrustworthy and is absolutely *not* 'Ready for Prime Time'!! If you trust or rely on Gen' AI as it stands today you are a silly person!,https://x.com/FrMickM/status/1860095668616069291,FrMickM,0.7938,0.161,0.0,0.839,-0.2604166666666667,0.37211333333333324,Positive
Yeah there's no way that generative AI gets us to approaching AGI. They are not building it and it is not what's coming out of ChatGPT or anything related to ChatGPT,https://x.com/edzitron/status/1794611168470094167,edzitron,0.0,0.066,0.066,0.868,0.0,0.0,Neutral
@ValiaZach generative ai is just taking from peoples art without their consent stealing artists jobs and is terrible for the enviroment,https://x.com/MinigunUltra/status/1810753559928938537,MinigunUltra,-0.1945,0.116,0.185,0.699,-1.0,-0.5167,Negative
@CastleFile_ca I do not agree. I've seen a significant amount of AI art that I would consider high-quality. Generative AI can be used to produce novel concepts by recombining concepts learned during training. So it can be used to produce works that are as nuanced as any other form of art.,https://x.com/ecutruin/status/1860888443053568164,ecutruin,0.2477,0.08,0.041,0.879,0.125,0.19862000000000002,Positive
Generative AI is misunderstood when measured against factual/lossless output. This is dumb if it were the case then we would not need any other type of compression. It is best in generative/creative output as it learns principles. Then you combine it with factual systems..,https://x.com/EMostaque/status/1610346921046036481,EMostaque,-0.128,0.083,0.112,0.806,0.16666666666666666,-0.010133333333333328,Neutral
@deepfates GPT concludes: While LLMs and prompt-based GENAI may not exhibit conscious creativity they arguably achieve a functional form of originality through emergent behavior and the synthesis of massive datasets. Whether this qualifies as true creation depends largely on,https://x.com/bakacat2/status/1858859758176137675,bakacat2,0.1818,0.114,0.097,0.789,0.16607142857142856,0.17550857142857143,Positive
@catfish32010812 @e102governor again the issue with generative AI isn't the existence of it the issue is the attitudes of those who believe it should replace all the labor in making creative works art theft to create the datasets of models people lying that it was made by hand and environmental impact,https://x.com/eirianqueer/status/1860735673533378715,eirianqueer,0.5859,0.14,0.058,0.802,0.5,0.5515399999999999,Positive
The events of May alone make clear that generative AI as currently constituted as it is packaged and sold as an idea and a service enterprise is rotten to the core. The product is unethically produced by people who have no respect for creators or artists and it's just pain bad,https://x.com/bcmerchant/status/1792978488217255980,bcmerchant,-0.8225,0.09,0.227,0.683,-0.19999999999999996,-0.5735,Negative
What I think many people don t get is that the problems generative AI that we are seeing now aren t new; they aren t random. They are *persistent* e.g. neural networks have NEVER been reliable at negation NEVER been reliable at compositional structure and NEVER been good at,https://x.com/GaryMarcus/status/1802187017897615540,GaryMarcus,-0.6256,0.0,0.106,0.894,0.20909090909090908,-0.2917236363636364,Negative
Introducing Genex: Generative World Explorer. Humans mentally explore unseen parts of the world revising their beliefs with imagined observations. Genex replicates this human-like ability advancing embodied AI in planning with partial observations. (1/6) https://t.co/2pPbIrlbgc,https://x.com/jieneng_chen/status/1858754157697790210,jieneng_chen,0.3182,0.065,0.0,0.935,-0.1,0.15091999999999997,Positive
If people tell you gen AI is a tool rather than a replacement for human creativity show them this new data from Harvard Business Review: - ChatGPT reduced writing jobs by 30% and coding jobs by 20% - AI image generators reduced image creation jobs by 17% - These numbers are not https://t.co/eMtJyd1LsM,https://x.com/ednewtonrex/status/1856455756134133945,ednewtonrex,0.5719,0.093,0.0,0.907,0.06818181818181818,0.3704127272727272,Positive
Day 249. AI Randomly Generated Images. Just when you thought it couldn't get any weirder I applied my AI generation technique to my masks. I tested out various masks and specific portions of the masks and how it responded to photoshops generative fill. THe results are super https://t.co/s7lyXk0Qib,https://x.com/briancattelle/status/1834619880160522406,briancattelle,0.6451,0.107,0.0,0.893,-0.04166666666666667,0.37039333333333335,Positive
Generative AI has democratized content creation. From blog posts to art AI tools like ChatGPT and DALL·E make it easy for anyone to create. The result? Content abundance. Now what matters isn t creation but intention and meaning. https://t.co/jgvoa03kxK,https://x.com/vedangvatsa/status/1860773057847062968,vedangvatsa,0.6597,0.227,0.0,0.773,0.43333333333333335,0.5691533333333333,Positive
Generative AI is a brush that we'll use to create powerful new types of art. Like every new instrument (photography film sequencer computer games CGI) it takes time to learn how to play it and to develop and understand the new genre. The first few years are mostly novelty. https://t.co/CXGqoYKPen,https://x.com/Plinz/status/1744112784336679055,Plinz,0.8316,0.179,0.0,0.821,0.17987012987012987,0.5709080519480519,Positive
It might be a shocking thought but happiness existed without modern technologies - people found joy in reading books listening to music and engaging in real conversations. We thrived before podcasts audiobooks and generative AI. #NOBLEBLOCKS #ETH #DeSci https://t.co/d89BVRh9MY,https://x.com/nobleblocks/status/1843357846140006654,nobleblocks,0.9239,0.275,0.039,0.687,0.21666666666666667,0.6410066666666667,Positive
Generative AI is transforming how we discover products and content shifting us from simple search to advanced answers. With intelligent agents businesses can now offer users precise synthesized solutions instead of endless pages of search results. https://t.co/HVdsWktQ7E https://t.co/sd9yqz4daT,https://x.com/TrucmaiD/status/1859602978099036410,TrucmaiD,0.6908,0.161,0.0,0.839,0.29500000000000004,0.53248,Positive
Important food for thought if you care about Generative AI: Six months ago I predicted that LLMs were beginning to reach a point of diminishing returns. 𝗔𝗹𝗹 𝘀𝗶𝗴𝗻𝘀 𝗻𝗼𝘄 𝘀𝘂𝗽𝗽𝗼𝗿𝘁 𝘁𝗵𝗮𝘁 𝗰𝗼𝗻𝗷𝗲𝗰𝘁𝘂𝗿𝗲. But it is not the only prediction I made: 𝗜 https://t.co/usQmqX0wAw,https://x.com/GaryMarcus/status/1856186267605643751,GaryMarcus,0.3716,0.112,0.0,0.888,0.2,0.30296,Positive
Generative Agents Last week Park et all released Generative Agents a paper simulating interactions between tens of agents We gave it a close read and implemented one of the novel components it introduced: a long-term reflection-based memory system https://t.co/10QzhSuMiz,https://x.com/hwchase17/status/1647987713449263106,hwchase17,0.3182,0.062,0.0,0.938,0.0,0.19091999999999998,Positive
Currently reading This is Strategy by Seth Godin. This quote stood out in an age of generative AI. Recommended thought provoking book. #bookx https://t.co/gvdhmaCPr8 https://t.co/GfmwjQPkoW,https://x.com/thecreativepenn/status/1852388446775423158,thecreativepenn,0.0,0.068,0.068,0.865,0.0,0.0,Neutral
CLI's second Legal Generative AI Roundtable Report is out! Share in the conversations and GenAI experience of 122 thought leaders and doers from five cities across Australia and New Zealand. Download a FREE copy of the Report with the QR code or this link: https://t.co/159KBeMSex https://t.co/38xxFw8Dzb,https://x.com/Legalpreneurs/status/1860836000500416924,Legalpreneurs,0.792,0.16,0.0,0.84,0.1965909090909091,0.5538363636363637,Positive
1/3: Generative AI is breaking barriers with accessible tools like #ChatGPT #Canva's Magic Write and #RunwayML. From indie filmmakers creating Hollywood-quality effects to small businesses automating marketing the tech is empowering innovation across industries. #AIforEveryone https://t.co/AP8nhPOhzn,https://x.com/AleksBoskovski/status/1859186784862691483,AleksBoskovski,0.743,0.181,0.0,0.819,0.15625,0.5083,Positive
We've been recently asked a lot where stand on AI so we thought it important to share our stance. We do not endorse generative AI. Our site is free of AI. Our art and our words are created by humans. We believe the written word must be protected: https://t.co/CdMWWQQtuB,https://x.com/4thewords/status/1831438745578709191,4thewords,0.8496,0.217,0.035,0.748,0.26666666666666666,0.6164266666666667,Positive
Fun factoid: Ever thought of a deer in a suit under autumn's glow? Generative AI can bring this wild scene to life. It uses algorithms to create art combining nature and imagination. Curious about the process? Let's chat! Prompt is in the alt. #AIart #DigitalArt https://t.co/OHIihL1baL,https://x.com/gabeHoe/status/1860987815036613020,gabeHoe,0.8101,0.169,0.0,0.831,0.09166666666666667,0.5227266666666667,Positive
The issue I have with generative AI is just a fuzzy image of the web is that ChatGPT can clearly generate novel combinations. For example asking it to compare two relatively obscure &amp; unrelated social-science theories yields actually interesting (if not brilliant) answers. https://t.co/EY9Fyq8oQW,https://x.com/emollick/status/1624654560588451840,emollick,0.7717,0.165,0.0,0.835,0.03749999999999999,0.47802,Positive
Generative AI transforms business operations by automating content supporting customers and driving innovation. Small businesses can leverage these tools to optimize processes and compete more effectively. https://t.co/3kOD9OznDj https://t.co/79xdynCbNd,https://x.com/EIXSocial/status/1859203285741150450,EIXSocial,0.8977,0.331,0.0,0.669,0.275,0.64862,Positive
Join us at @miamiaihub for our upcoming event Generative Gatherings! Dive into the transformative power of AI with thought leaders and trailblazing startups that are reshaping customer interactions automating processes and amplifying business impact. Event Details: https://t.co/RoaYWqRWtX,https://x.com/burhansebin/status/1855994489300451655,burhansebin,0.3595,0.065,0.0,0.935,0.0,0.21569999999999998,Positive
Track 2 is Buzzing! Anandha Kumaran is on stage with a groundbreaking session: Solving the Unsolvable: The Secret Sauce to 100X Your Impact with Generative AI. Attendees in Track 2 are discovering how generative AI can unlock solutions to challenges previously thought https://t.co/fTowyow8l8,https://x.com/TechXConf/status/1857315440566968581,TechXConf,0.5707,0.133,0.0,0.867,-0.2833333333333333,0.22908666666666666,Positive
When you use generative #AI to output a video or image you re telling us 3 things: 1. You have no talent or skills to make a film or an image. 2. You don t know what you re doing with your life. 3. You thought stealing other people s work was your only option. Get help man.,https://x.com/JustineBateman/status/1842645000758464601,JustineBateman,-0.1027,0.091,0.098,0.811,-0.0625,-0.08662,Neutral
I analyzed more than 800 written scenarios to better understand how writers around the world thought the information ecosystem might change in 5 10 or 15+ years due to AI. https://t.co/1rdrvCx4tS https://t.co/NUbCC2bOln,https://x.com/ndiakopoulos/status/1843284361715884506,ndiakopoulos,0.4404,0.091,0.0,0.909,0.2916666666666667,0.38090666666666667,Positive
Carmel Shachar a RegulatingAI Expert recently moderated an engaging panel that explored the transformative potential of generative AI at AIAI Boston. Her expertise and leadership brought together industry thought leaders to discuss the latest advancements and ethical https://t.co/48KKjRlnd4,https://x.com/RegulatingAI/status/1848349164997886219,RegulatingAI,0.6908,0.14,0.0,0.86,0.22000000000000003,0.50248,Positive
Earn PDUs and join PMI s Thought Leadership team for a webinar as they explore our new generative AI report! Discover how top professionals are bridging the gap between quick adoption and slower organizational support while driving innovation. Register: https://t.co/4MnNq98W5c https://t.co/oFGKJ6w85Z,https://x.com/PMInstitute/status/1839323574399627655,PMInstitute,0.8221,0.215,0.0,0.785,0.33459595959595956,0.6270983838383839,Positive
Why does ww Community have a big problem with using Generative AI i thought we agreed on how bad it is https://t.co/GC1Fmmr8N4,https://x.com/markusisdead/status/1839974535199666381,markusisdead,-0.6249,0.083,0.245,0.672,-0.3499999999999999,-0.51494,Negative
The importance and value of thinking about our work and why we do it is waved away as a distraction [by the productivity myth]. The goal of writing this myth suggests is filling a page rather than the process of thought a completed page represents. https://t.co/PwFlxrHsuO,https://x.com/anabrandusescu/status/1830632720747172038,anabrandusescu,0.3182,0.103,0.055,0.842,0.0,0.19091999999999998,Positive
Generative AI is unlocking the full potential of NUIs enabling seamless human-like conversations that bypass physical interactions. #GenerativeAI @ARKInvest https://t.co/fmrxAyucFG,https://x.com/amperlycom/status/1861001896724398344,amperlycom,0.0,0.0,0.0,1.0,0.11249999999999999,0.045,Neutral
Are you getting the most out of Generative AI? In a new thought-leadership article Ashwin Menon(@alt_buddha) Product Head - RA Subex discusses how businesses that understand their data strategy will be best positioned to extract true value from Gen AI. Read more in AI https://t.co/Bymx2WcCus,https://x.com/subex/status/1843547971679408502,subex,0.8555,0.19,0.0,0.81,0.49727272727272726,0.7122090909090909,Positive
honestly i love generative AI. i love being able to make amazing songs and images from text in minutes. i love seeing the creativity and imagination pour out of people who thought they'd never be able to make art and it breaks my heart to see how much shit they get for doing it.,https://x.com/slimepriestess/status/1835825116124717393,slimepriestess,0.9607,0.316,0.052,0.632,0.41428571428571426,0.7421342857142856,Positive
AI Granny Scambaiter: I Wish I Thought of This! In what may be the best use of AI voice cloning yet devised O2 the UK s largest mobile network operator has introduced Daisy a generative AI tech stack designed to engage phone scammers in endless realistic conversations https://t.co/TsvgTSLb5I,https://x.com/shellypalmer/status/1857419705134305634,shellypalmer,0.8622,0.19,0.0,0.81,0.34722222222222227,0.656208888888889,Positive
Sequoia's latest thought piece on generative AI talks about how agentic applications will be the way forward. Pay by task not by seat. https://t.co/fnTbsXvQjr,https://x.com/nanalyzetweets/status/1848514639572648194,nanalyzetweets,-0.1027,0.0,0.057,0.943,0.5,0.13838,Positive
Generative AI has sparked groundbreaking innovations but are we moving too fast or not fast enough? Join @GillVerd and @IgorKurganov at #TEDAI Day 2 as they will dive into this critical debate! Expect bold ideas and thought-provoking discussions! https://t.co/s42Visuepf https://t.co/uN7taSp1T1,https://x.com/TEDAI2024/status/1831503341136048430,TEDAI2024,-0.4503,0.074,0.139,0.787,0.15555555555555556,-0.20795777777777774,Negative
ICYMI USIU-Africa recently played host to an inspiring and thought-provoking AI Roadshow aimed at exploring the transformative potential of generative AI in education. The event organized in collaboration with Anthology brought together educators students and tech https://t.co/e9QzYrRXSZ,https://x.com/ExperienceUSIU/status/1860699584843960340,ExperienceUSIU,0.6369,0.129,0.0,0.871,0.225,0.47214,Positive
Exciting Discussion from the Cambridge Generative AI Conference! Our Co-Founder Joleen Liang recently participated in thought-provoking discussions on the future of AI in education. During the event she introduced Squirrel Ai Learning s groundbreaking Large Adaptive https://t.co/MJc6M94v0A,https://x.com/SquirrelAi_Edu/status/1847232587619815532,SquirrelAi_Edu,0.5411,0.091,0.0,0.909,0.19785714285714287,0.40380285714285713,Positive
Looking forward to AWS re:Invent in Las Vegas! Nothing like collaborating with the top innovators and thought leaders on generative AI analytics and cloud operations. Stay tuned as I will share my research and insights on the future of healthcare technology and innovation https://t.co/6Uyz2wBCsn,https://x.com/HITAdvisor/status/1856814364134633505,HITAdvisor,0.5834,0.144,0.044,0.812,0.25,0.45004,Positive
Most of the embodied agents explore their surroundings to gather information. @JohnsHopkins researchers developed Generative World Explorer (Genex) to change this. With Genex agents can imagine exploring and update beliefs without moving. This is very interesting! So let's https://t.co/R8Zlq2Shzb,https://x.com/Kseniase_/status/1860823658459230424,Kseniase_,0.5081,0.08,0.0,0.92,0.4708333333333334,0.4931933333333333,Positive
been reading this paper for a while now generative agents: interactive simulacra of human behavior it dives into how ai agents can simulate human-like behavior in sandbox environments (think the sims but way smarter). they remember reflect and plan like actual humans. https://t.co/hzDvHkq5bu,https://x.com/wh0sumit/status/1860673200721641596,wh0sumit,0.5023,0.073,0.0,0.927,0.0,0.30138,Positive
Sequoia's latest thought piece on generative AI talks about how models are now being taught to think which could create a service-as-a-software TAM of $10 trillion. https://t.co/KW3GYzkmuP,https://x.com/nanalyzetweets/status/1848152266424873412,nanalyzetweets,0.2732,0.077,0.0,0.923,0.5,0.36392,Positive
The Art of Possible for #GenerativeAI: Redefining innovation across industries. A general overview of #AI from the perspective of applications and use cases. Ideal for leaders and executives. https://t.co/9CeSCQKWps,https://x.com/EntrepreneursXb/status/1859750621064159544,EntrepreneursXb,0.7184,0.188,0.0,0.812,0.3166666666666667,0.5577066666666667,Positive
As researchers who have spent years studying the relationships that ever more people are forming with generative AI we believe these stories offer a warning writes Sherry Turkle: https://t.co/6SJYOWhksm Our new chatbots pose as confidants lovers psychotherapists and https://t.co/N7cSADFN0t,https://x.com/WSJ/status/1854909698119471509,WSJ,0.25,0.081,0.057,0.861,0.1787878787878788,0.2215151515151515,Positive
A thought provoking discussion about information integrity generative AI regulation healthy online information spaces &amp; financial sustainability of media. We need a proactive multi-stakeholder approach to tackle these issues. Check out our work: https://t.co/oyNmZxcnAp https://t.co/AM1PAVAD3A,https://x.com/OSCE_RFoM/status/1859976064979943633,OSCE_RFoM,0.743,0.208,0.046,0.746,0.25,0.5458,Positive
